3.82E-01,9.23E-01,0
-1.54E-01,5.14E-01,1
4.60E-01,1.81E-02,1
3.09E-01,1.05E+00,0
1.06E-02,-4.58E-01,1
3.73E-02,-1.04E+00,0
5.94E-01,-1.73E-01,1
-7.93E-01,-6.79E-01,0
-7.51E-01,7.00E-01,0
-3.36E-01,-3.53E-01,1
8.94E-02,4.69E-01,1
9.50E-01,5.67E-01,0
-3.43E-01,3.51E-01,1
-3.77E-01,-7.31E-01,0
4.91E-01,1.72E-01,1
-9.95E-01,-4.46E-01,0
-4.72E-03,5.57E-01,1
7.72E-01,-6.77E-01,0
-9.01E-01,5.78E-01,0
-7.40E-01,1.96E-01,0
1.22E-01,5.07E-01,1
6.11E-01,3.11E-01,1
3.11E-01,1.52E-01,1
-9.75E-01,-1.88E-01,0
-1.59E-01,-6.46E-01,1
-1.31E-01,5.71E-01,1
-9.50E-01,3.57E-01,0
1.21E-01,8.58E-01,0
1.05E+00,-2.44E-01,0
4.63E-01,-1.81E-01,1
6.01E-02,5.41E-01,1
1.94E-01,-2.54E-01,1
8.60E-01,-4.53E-01,0
-1.24E-01,-5.02E-01,1
-4.73E-01,-4.71E-02,1
-5.78E-01,-9.06E-01,0
-1.86E-01,-9.52E-01,0
-8.24E-01,8.74E-01,0
6.01E-02,-1.02E+00,0
-3.87E-01,1.93E-01,1
-5.18E-01,9.53E-02,1
1.04E-01,9.90E-01,0
-5.11E-01,-2.97E-01,1
-4.04E-01,4.66E-01,1
1.58E-01,-9.24E-01,0
-4.57E-01,-1.32E-01,1
2.03E-01,1.02E+00,0
9.36E-01,1.45E-01,0
-8.30E-01,-5.84E-01,0
8.79E-02,-7.76E-01,0
-1.05E+00,-2.65E-02,0
-9.74E-01,2.18E-01,0
-4.12E-01,-2.43E-01,1
2.46E-01,-3.84E-01,1
-2.71E-01,1.44E-01,1
2.52E-02,-4.75E-01,1
-2.05E-01,-4.19E-01,1
3.62E-01,4.94E-01,1
-4.93E-01,-2.72E-01,1
9.84E-02,5.50E-01,1
6.46E-01,8.55E-01,0
-4.24E-01,2.03E-02,1
-2.02E-01,-5.07E-01,1
3.20E-01,7.54E-01,0
8.15E-01,1.23E-02,0
-2.78E-01,1.76E-01,1
9.17E-01,4.76E-01,0
-2.77E-01,-4.08E-01,1
-6.76E-01,1.66E-02,1
6.99E-01,-7.20E-01,0
-7.67E-02,-9.26E-01,0
3.46E-01,-3.26E-01,1
2.77E-01,-3.06E-01,1
-7.25E-01,-5.19E-01,0
4.77E-01,-7.12E-01,0
1.03E+00,6.41E-02,0
-6.87E-01,-1.90E-01,1
1.35E-02,4.36E-01,1
-2.03E-01,3.85E-01,1
2.31E-01,5.36E-01,1
5.50E-01,7.68E-01,0
-1.17E+00,2.44E-01,0
-8.49E-01,3.05E-01,0
-2.30E-01,-4.35E-01,1
-1.02E+00,-3.91E-03,0
3.80E-01,2.96E-01,1
-3.19E-01,6.23E-02,1
4.32E-01,-1.19E-01,1
-6.64E-01,8.81E-01,0
-4.83E-01,9.96E-01,0
7.87E-01,-7.16E-01,0
6.09E-01,6.77E-01,0
2.67E-02,-2.79E-01,1
-2.27E-01,5.22E-01,1
-4.84E-01,3.66E-01,1
6.06E-01,-1.93E-01,1
3.78E-01,4.34E-01,1
6.25E-01,1.49E-02,1
-3.53E-01,1.91E-01,1
5.13E-01,-7.08E-01,0
3.83E-01,8.16E-01,0
5.29E-01,2.18E-01,1
-8.11E-01,-3.17E-01,0
5.00E-01,2.07E-01,1
-2.00E-01,-6.78E-01,0
-6.07E-01,7.29E-01,0
5.94E-01,6.70E-03,1
-7.86E-01,-3.34E-01,0
-4.51E-01,7.72E-01,0
2.10E-01,-4.58E-01,1
-4.43E-01,-4.03E-01,1
5.05E-01,-3.61E-01,1
-6.39E-01,-8.28E-01,0
-3.36E-01,9.87E-01,0
8.49E-01,-3.12E-01,0
9.76E-01,2.11E-01,0
3.55E-01,-2.04E-01,1
-8.02E-01,7.54E-01,0
5.41E-01,-1.19E-01,1
-4.58E-01,4.42E-01,1
-7.36E-01,-7.35E-01,0
-5.83E-01,-1.21E-01,1
5.81E-01,9.38E-01,0
3.35E-01,5.19E-01,1
8.79E-01,5.78E-01,0
5.63E-01,2.13E-01,1
2.09E-01,-9.16E-01,0
9.93E-01,-7.41E-02,0
9.38E-01,2.26E-01,0
3.14E-02,-8.35E-01,0
-3.89E-01,6.91E-01,0
5.28E-01,-9.34E-01,0
6.19E-01,-8.64E-01,0
8.63E-01,4.60E-01,0
3.04E-01,3.72E-01,1
-1.31E-01,4.50E-01,1
9.11E-01,-5.30E-01,0
-4.57E-01,-8.42E-01,0
-4.32E-01,3.53E-01,1
-1.41E-01,1.03E+00,0
-4.23E-01,8.09E-01,0
1.39E-01,-6.58E-01,1
1.00E+00,-3.55E-01,0
-1.92E-01,-6.88E-01,1
5.44E-01,1.66E-01,1
-1.30E-01,-4.69E-01,1
2.50E-01,-3.32E-01,1
9.22E-01,-6.08E-02,0
1.91E-01,-2.84E-01,1
-9.97E-01,2.56E-02,0
